,time_ms,delta_ms,accel_ms2_x,accel_ms2_y,accel_ms2_z,mag_uT_x,mag_uT_y,mag_uT_z,gyro_degs_x,gyro_degs_y,gyro_degs_z,euler_deg_x,euler_deg_y,euler_deg_z,quaternion_w,quaternion_x,quaternion_y,quaternion_z,lin_accel_ms2_x,lin_accel_ms2_y,lin_accel_ms2_z,gravity_ms2_x,gravity_ms2_y,gravity_ms2_z
0,0.0,0,-2.48,10.27,2.84,-18.0625,-40.875,-10.5625,0.19111111111111112,-0.4477777777777778,0.0044444444444444444,104.5625,-3.0,-72.875,132022272.0,104415232.0,-120635392.0,-170803200.0,-1.96,0.91,-0.02,-0.51,9.36,2.87
1,12.979,12,-2.54,10.58,2.93,-18.0625,-40.875,-10.5625,0.23,-0.45666666666666667,-0.0033333333333333335,104.75,-2.9375,-73.0,131645440.0,104185856.0,-121110528.0,-170901504.0,-2.03,1.21,0.07,-0.5,9.36,2.85
2,22.308,9,-2.56,10.89,2.9,-18.5,-40.1875,-9.25,0.21222222222222223,-0.5,-0.008888888888888889,104.8125,-2.875,-73.0625,131481600.0,104087552.0,-121454592.0,-170835968.0,-2.07,1.52,0.06,-0.49,9.37,2.84
3,30.71,8,-2.65,11.51,2.92,-18.5,-40.1875,-9.25,0.14888888888888888,-0.5522222222222222,-0.01888888888888889,105.0625,-2.75,-73.1875,131072000.0,103743488.0,-121913344.0,-171032576.0,-2.17,2.14,0.09,-0.48,9.37,2.83
4,38.788000000000004,8,-2.74,11.78,2.9,-18.5,-40.1875,-9.25,0.03333333333333333,-0.6111111111111112,-0.024444444444444446,105.3125,-2.6875,-73.1875,130678784.0,103268352.0,-122306560.0,-171343872.0,-2.27,2.4,0.07,-0.46,9.37,2.83
5,49.336,10,-2.85,11.93,2.81,-18.5,-40.1875,-9.25,-0.08222222222222222,-0.6833333333333333,-0.025555555555555557,105.5625,-2.625,-73.125,130301952.0,102678528.0,-122650624.0,-171737088.0,-2.4,2.56,-0.03,-0.44,9.37,2.84
6,59.278,9,-2.92,11.93,2.74,-18.5,-40.1875,-9.25,-0.16444444444444445,-0.7533333333333333,-0.022222222222222223,105.875,-2.5,-73.0,129925120.0,101974016.0,-122961920.0,-172212224.0,-2.49,2.56,-0.11,-0.43,9.37,2.86
7,72.404,13,-3.1,11.97,2.81,-19.5625,-41.25,-6.375,-0.21333333333333335,-0.8077777777777778,-0.01888888888888889,106.3125,-2.375,-72.875,129400832.0,101089280.0,-123355136.0,-172834816.0,-2.69,2.6,-0.07,-0.41,9.36,2.88
8,80.524,8,-3.14,12.01,2.8,-19.5625,-41.25,-6.375,-0.21777777777777776,-0.8455555555555555,-0.025555555555555557,106.6875,-2.25,-72.75,128991232.0,100286464.0,-123682816.0,-173391872.0,-2.75,2.65,-0.09,-0.39,9.35,2.9
9,88.631,8,-3.1,12.13,2.93,-19.5625,-41.25,-6.375,-0.16444444444444445,-0.89,-0.04,107.0625,-2.125,-72.625,128516096.0,99467264.0,-124076032.0,-173932544.0,-2.73,2.78,0.0,-0.36,9.35,2.92
