,time_ms,delta_ms,accel_ms2_x,accel_ms2_y,accel_ms2_z,mag_uT_x,mag_uT_y,mag_uT_z,gyro_degs_x,gyro_degs_y,gyro_degs_z,euler_deg_x,euler_deg_y,euler_deg_z,quaternion_w,quaternion_x,quaternion_y,quaternion_z,lin_accel_ms2_x,lin_accel_ms2_y,lin_accel_ms2_z,gravity_ms2_x,gravity_ms2_y,gravity_ms2_z
0,0.0,0,-6.97,-0.94,5.82,42.6875,-3.875,-11.5,-1.2677777777777777,-0.5833333333333334,0.3277777777777778,241.125,-50.375,13.875,122814464.0,-110575616.0,38731776.0,207962112.0,0.58,0.55,-0.24,-7.55,-1.5,6.07
1,89.776,89,-7.13,-0.9,5.94,42.6875,-3.875,-11.5,-1.298888888888889,-0.5922222222222222,0.28888888888888886,240.5625,-50.0625,14.3125,121962496.0,-110690304.0,37257216.0,208666624.0,0.38,0.65,-0.14,-7.52,-1.55,6.09
2,100.23700000000001,10,-7.16,-0.74,5.89,42.6875,-3.875,-11.5,-1.1777777777777778,-0.6366666666666667,0.24888888888888888,240.125,-49.75,14.6875,121208832.0,-110690304.0,35848192.0,209354752.0,0.33,0.86,-0.22,-7.49,-1.6,6.12
3,110.545,10,-6.75,-0.35,5.76,42.6875,-3.875,-11.5,-0.9977777777777778,-0.6822222222222222,0.20444444444444446,239.6875,-49.4375,15.0,120586240.0,-110559232.0,34570240.0,209993728.0,0.69,1.3,-0.38,-7.45,-1.65,6.15
4,120.62,10,-6.65,-0.24,5.69,42.6875,-3.875,-11.5,-0.8577777777777778,-0.7155555555555555,0.17666666666666667,239.375,-49.0625,15.25,120078336.0,-110297088.0,33390592.0,210616320.0,0.75,1.44,-0.49,-7.41,-1.69,6.19
5,132.222,11,-6.66,-0.25,5.64,42.25,-5.0,-10.25,-0.7966666666666666,-0.7444444444444445,0.1511111111111111,239.0,-48.6875,15.4375,119619584.0,-109985792.0,32243712.0,211222528.0,0.7,1.47,-0.58,-7.37,-1.72,6.23
6,139.65800000000002,7,-6.54,-0.25,5.7,42.25,-5.0,-10.25,-0.7566666666666667,-0.7666666666666667,0.12,238.75,-48.3125,15.6875,119226368.0,-109625344.0,31113216.0,211795968.0,0.78,1.51,-0.56,-7.32,-1.76,6.27
7,150.614,10,-6.16,-0.19,5.76,42.25,-5.0,-10.25,-0.7711111111111111,-0.7911111111111111,0.08888888888888889,238.4375,-47.9375,15.9375,118849536.0,-109248512.0,29933568.0,212369408.0,1.11,1.61,-0.55,-7.28,-1.8,6.31
8,160.624,10,-6.04,-0.49,6.23,42.25,-5.0,-10.25,-0.8666666666666667,-0.8155555555555556,0.058888888888888886,238.125,-47.5,16.1875,118456320.0,-108904448.0,28639232.0,212942848.0,1.18,1.35,-0.12,-7.23,-1.85,6.35
9,170.632,10,-5.78,-1.16,6.81,42.25,-5.0,-10.25,-0.9177777777777778,-0.8677777777777778,0.012222222222222223,237.875,-47.0625,16.5625,118079488.0,-108544000.0,27213824.0,213532672.0,1.39,0.74,0.41,-7.18,-1.9,6.39
