,time_ms,delta_ms,accel_ms2_x,accel_ms2_y,accel_ms2_z,mag_uT_x,mag_uT_y,mag_uT_z,gyro_degs_x,gyro_degs_y,gyro_degs_z,euler_deg_x,euler_deg_y,euler_deg_z,quaternion_w,quaternion_x,quaternion_y,quaternion_z,lin_accel_ms2_x,lin_accel_ms2_y,lin_accel_ms2_z,gravity_ms2_x,gravity_ms2_y,gravity_ms2_z
0,0.0,0,-3.55,7.78,4.69,-1.75,-40.25,-9.6875,-0.006666666666666667,-0.015555555555555555,-0.021111111111111112,136.0,-20.625,-58.25,86786048.0,97107968.0,-94191616.0,-215007232.0,-0.1,-0.02,-0.12,-3.45,7.8,4.82
1,91.431,91,-3.52,7.82,4.69,-1.75,-40.25,-9.6875,-0.008888888888888889,-0.017777777777777778,-0.024444444444444446,136.0,-20.625,-58.25,86736896.0,97091584.0,-94191616.0,-215023616.0,-0.07,0.02,-0.13,-3.45,7.8,4.82
2,100.22399999999999,8,-3.49,7.81,4.7,-1.75,-40.25,-9.6875,0.0011111111111111111,-0.023333333333333334,-0.03,136.0625,-20.625,-58.25,86704128.0,97091584.0,-94191616.0,-215040000.0,-0.03,0.0,-0.11,-3.45,7.8,4.82
3,109.96499999999999,9,-3.38,7.79,4.67,-1.75,-40.25,-9.6875,0.013333333333333334,-0.035555555555555556,-0.04,136.0625,-20.625,-58.25,86638592.0,97075200.0,-94208000.0,-215072768.0,0.07,-0.01,-0.15,-3.46,7.8,4.82
4,122.137,12,-3.4,7.82,4.68,-2.875,-39.1875,-9.6875,0.006666666666666667,-0.042222222222222223,-0.05444444444444444,136.125,-20.625,-58.25,86556672.0,97058816.0,-94191616.0,-215105536.0,0.05,0.02,-0.14,-3.46,7.8,4.82
5,129.05,6,-3.43,7.65,4.71,-2.875,-39.1875,-9.6875,-0.043333333333333335,-0.057777777777777775,-0.07,136.1875,-20.6875,-58.1875,86491136.0,97009664.0,-94142464.0,-215187456.0,0.02,-0.13,-0.11,-3.46,7.79,4.83
6,140.113,11,-3.46,7.64,4.71,-2.875,-39.1875,-9.6875,-0.10444444444444445,-0.06333333333333334,-0.08555555555555555,136.25,-20.6875,-58.125,86425600.0,96944128.0,-94011392.0,-215302144.0,0.0,-0.14,-0.12,-3.46,7.78,4.84
7,150.283,10,-3.53,7.58,4.65,-2.875,-39.1875,-9.6875,-0.1288888888888889,-0.08,-0.10888888888888888,136.3125,-20.6875,-58.0,86327296.0,96845824.0,-93863936.0,-215433216.0,-0.06,-0.19,-0.19,-3.47,7.78,4.85
8,160.311,10,-3.54,7.64,4.7,-2.875,-39.1875,-9.6875,-0.14888888888888888,-0.09444444444444444,-0.1288888888888889,136.375,-20.75,-57.875,86228992.0,96747520.0,-93700096.0,-215597056.0,-0.06,-0.12,-0.16,-3.47,7.76,4.86
9,171.874,11,-3.47,7.72,4.69,-1.375,-39.875,-9.6875,-0.17222222222222222,-0.09666666666666666,-0.15333333333333332,136.4375,-20.8125,-57.75,86097920.0,96649216.0,-93487104.0,-215793664.0,0.0,-0.03,-0.18,-3.48,7.75,4.88
10,179.812,7,-3.5,7.71,4.7,-1.375,-39.875,-9.6875,-0.20333333333333334,-0.10666666666666667,-0.17222222222222222,136.5625,-20.8125,-57.625,85966848.0,96534528.0,-93241344.0,-215990272.0,0.0,-0.03,-0.2,-3.49,7.74,4.9
11,190.392,10,-3.52,7.7,4.66,-1.375,-39.875,-9.6875,-0.23666666666666666,-0.11,-0.19111111111111112,136.6875,-20.875,-57.4375,85835776.0,96403456.0,-92962816.0,-216236032.0,-0.02,-0.02,-0.26,-3.5,7.72,4.92
12,200.733,10,-3.52,7.65,4.59,-1.375,-39.875,-9.6875,-0.2833333333333333,-0.10777777777777778,-0.20666666666666667,136.75,-20.9375,-57.25,85688320.0,96288768.0,-92635136.0,-216481792.0,-0.01,-0.04,-0.35,-3.51,7.7,4.94
13,210.81,10,-3.51,7.71,4.59,-1.375,-39.875,-9.6875,-0.3211111111111111,-0.11,-0.22666666666666666,136.875,-21.0625,-57.0625,85557248.0,96174080.0,-92274688.0,-216743936.0,0.01,0.03,-0.38,-3.52,7.68,4.97
14,222.322,11,-3.56,7.72,4.67,-2.1875,-40.6875,-9.25,-0.34444444444444444,-0.10888888888888888,-0.24222222222222223,137.0,-21.125,-56.875,85409792.0,96043008.0,-91881472.0,-217022464.0,-0.03,0.06,-0.32,-3.53,7.66,4.99
