,time_ms,delta_ms,accel_ms2_x,accel_ms2_y,accel_ms2_z,mag_uT_x,mag_uT_y,mag_uT_z,gyro_degs_x,gyro_degs_y,gyro_degs_z,euler_deg_x,euler_deg_y,euler_deg_z,quaternion_w,quaternion_x,quaternion_y,quaternion_z,lin_accel_ms2_x,lin_accel_ms2_y,lin_accel_ms2_z,gravity_ms2_x,gravity_ms2_y,gravity_ms2_z
0,0.0,0,-1.97,8.62,3.14,-14.1875,-39.25,-26.25,0.16777777777777778,0.4311111111111111,0.39555555555555555,69.0,-7.0625,-72.9375,177668096.0,142278656.0,-72859648.0,-122224640.0,-0.75,-0.68,0.29,-1.21,9.3,2.85
1,12.974,12,-2.02,8.86,3.27,-16.0625,-38.875,-26.25,0.3277777777777778,0.36444444444444446,0.41444444444444445,68.1875,-6.875,-73.125,178339840.0,142934016.0,-72400896.0,-120750080.0,-0.84,-0.45,0.45,-1.18,9.31,2.81
2,20.695,7,-2.13,9.22,3.54,-16.0625,-38.875,-26.25,0.42444444444444446,0.2922222222222222,0.4222222222222222,67.8125,-6.75,-73.375,178388992.0,143327232.0,-72679424.0,-120045568.0,-0.98,-0.11,0.76,-1.15,9.33,2.77
3,29.051000000000002,8,-2.11,9.46,3.58,-16.0625,-38.875,-26.25,0.4411111111111111,0.23,0.4211111111111111,67.5625,-6.5625,-73.6875,178405376.0,143687680.0,-73023488.0,-119373824.0,-0.99,0.11,0.84,-1.12,9.35,2.73
4,39.304,10,-2.12,9.57,3.6,-16.0625,-38.875,-26.25,0.39222222222222225,0.17777777777777778,0.41555555555555557,67.25,-6.375,-73.875,178438144.0,143966208.0,-73383936.0,-118767616.0,-1.03,0.2,0.9,-1.09,9.36,2.69
5,49.466,10,-2.23,9.67,3.58,-16.0625,-38.875,-26.25,0.3411111111111111,0.1322222222222222,0.4066666666666667,67.0,-6.1875,-74.0625,178487296.0,144195584.0,-73744384.0,-118210560.0,-1.18,0.29,0.91,-1.05,9.37,2.66
6,62.408,12,-2.28,9.9,3.53,-17.1875,-39.25,-23.875,0.2922222222222222,0.11555555555555555,0.41555555555555557,66.75,-5.9375,-74.25,178552832.0,144359424.0,-74088448.0,-117669888.0,-1.26,0.51,0.89,-1.02,9.38,2.64
7,70.478,8,-2.47,10.03,3.5,-17.1875,-39.25,-23.875,0.18333333333333332,0.12555555555555556,0.4533333333333333,66.4375,-5.75,-74.375,178733056.0,144424960.0,-74399744.0,-117129216.0,-1.48,0.64,0.88,-0.98,9.39,2.62
8,79.238,8,-2.74,10.16,3.45,-17.1875,-39.25,-23.875,0.06555555555555556,0.15444444444444444,0.5166666666666667,66.125,-5.5,-74.4375,179027968.0,144392192.0,-74661888.0,-116572160.0,-1.79,0.75,0.84,-0.94,9.4,2.61
9,89.313,10,-2.95,10.22,3.35,-17.1875,-39.25,-23.875,0.01,0.19333333333333333,0.5788888888888889,65.6875,-5.1875,-74.4375,179404800.0,144293888.0,-74891264.0,-115933184.0,-2.06,0.81,0.74,-0.89,9.4,2.61
10,99.385,10,-2.94,10.21,3.32,-17.1875,-39.25,-23.875,-0.052222222222222225,0.23666666666666666,0.6233333333333333,65.25,-4.9375,-74.4375,179879936.0,144146432.0,-75087872.0,-115261440.0,-2.09,0.79,0.7,-0.84,9.41,2.61
11,111.82000000000001,12,-2.99,10.27,3.31,-18.6875,-39.25,-25.875,-0.17888888888888888,0.29777777777777775,0.6311111111111111,64.5,-4.625,-74.375,180715520.0,144113664.0,-74825728.0,-114163712.0,-2.2,0.86,0.68,-0.79,9.41,2.62
12,119.13799999999999,7,-3.32,10.2,3.18,-18.6875,-39.25,-25.875,-0.3655555555555556,0.36777777777777776,0.6111111111111112,64.0625,-4.375,-74.1875,181436416.0,143785984.0,-74727424.0,-113508352.0,-2.57,0.79,0.52,-0.75,9.4,2.65
13,128.411,9,-3.54,10.17,3.18,-18.6875,-39.25,-25.875,-0.5288888888888889,0.44,0.5833333333333334,63.5,-4.125,-73.9375,182255616.0,143343616.0,-74465280.0,-112885760.0,-2.83,0.77,0.48,-0.71,9.39,2.7
14,139.016,10,-3.72,10.18,3.17,-18.6875,-39.25,-25.875,-0.5811111111111111,0.49777777777777776,0.5677777777777778,63.0,-3.875,-73.625,183140352.0,142917632.0,-74104832.0,-112263168.0,-3.04,0.79,0.42,-0.67,9.38,2.75
15,149.033,10,-3.87,10.25,3.17,-18.6875,-39.25,-25.875,-0.5433333333333333,0.5644444444444444,0.5666666666666667,62.4375,-3.6875,-73.375,184008704.0,142540800.0,-73711616.0,-111575040.0,-3.23,0.88,0.37,-0.63,9.37,2.79
