,time_ms,delta_ms,accel_ms2_x,accel_ms2_y,accel_ms2_z,mag_uT_x,mag_uT_y,mag_uT_z,gyro_degs_x,gyro_degs_y,gyro_degs_z,euler_deg_x,euler_deg_y,euler_deg_z,quaternion_w,quaternion_x,quaternion_y,quaternion_z,lin_accel_ms2_x,lin_accel_ms2_y,lin_accel_ms2_z,gravity_ms2_x,gravity_ms2_y,gravity_ms2_z
17944,0.0,0,1.54,1.75,-9.66,21.1875,-10.1875,39.875,-0.4411111111111111,0.03888888888888889,0.2222222222222222,91.125,3.1875,-164.6875,20168704.0,189972480.0,186105856.0,30392320.0,0.99,-0.82,-0.22,0.55,2.58,-9.44
17945,8.979,8,1.4,1.74,-9.56,21.1875,-10.1875,39.875,-0.30333333333333334,-0.014444444444444444,0.25333333333333335,91.3125,3.1875,-164.5,20414464.0,190169088.0,185827328.0,30687232.0,0.84,-0.86,-0.12,0.55,2.6,-9.43
17946,17.23,8,1.47,1.88,-10.04,21.1875,-10.1875,39.875,-0.18333333333333332,-0.09333333333333334,0.24444444444444444,91.4375,3.1875,-164.4375,20627456.0,190382080.0,185565184.0,30785536.0,0.91,-0.73,-0.61,0.55,2.62,-9.43
17947,26.39,9,1.31,1.97,-10.26,21.1875,-10.1875,39.875,-0.07,-0.17,0.21444444444444444,91.5625,3.125,-164.375,20807680.0,190595072.0,185352192.0,30703616.0,0.77,-0.64,-0.83,0.54,2.62,-9.43
17948,38.67,12,1.29,2.0,-10.33,21.5625,-10.5625,39.5,0.06888888888888889,-0.22555555555555556,0.17777777777777778,91.6875,3.0625,-164.4375,20922368.0,190791680.0,185171968.0,30457856.0,0.76,-0.61,-0.9,0.52,2.62,-9.43
17949,46.272,7,1.49,2.22,-10.61,21.5625,-10.5625,39.5,0.21666666666666667,-0.26555555555555554,0.12777777777777777,91.75,2.9375,-164.5625,20938752.0,190971904.0,185057280.0,30048256.0,0.98,-0.37,-1.17,0.5,2.6,-9.44
17950,56.239999999999995,9,1.44,2.42,-10.64,21.5625,-10.5625,39.5,0.3188888888888889,-0.28444444444444444,0.06333333333333334,91.8125,2.8125,-164.75,20889600.0,191086592.0,185024512.0,29507584.0,0.96,-0.14,-1.19,0.48,2.57,-9.45
17951,66.42,10,1.49,2.42,-10.58,21.5625,-10.5625,39.5,0.35444444444444445,-0.2833333333333333,-0.0022222222222222222,91.8125,2.625,-164.9375,20824064.0,191168512.0,185040896.0,28934144.0,1.03,-0.11,-1.12,0.45,2.54,-9.46
17952,76.45299999999999,10,1.5,2.37,-10.57,21.5625,-10.5625,39.5,0.34,-0.28888888888888886,-0.06444444444444444,91.8125,2.5,-165.125,20774912.0,191184896.0,185122816.0,28377088.0,1.07,-0.13,-1.1,0.42,2.51,-9.47
17953,88.707,12,1.21,2.1,-10.75,19.25,-11.0,40.6875,0.30444444444444446,-0.29333333333333333,-0.12444444444444444,91.75,2.3125,-165.3125,20774912.0,191152128.0,185253888.0,27820032.0,0.81,-0.37,-1.27,0.4,2.48,-9.47
17954,96.228,7,1.04,1.93,-11.01,19.25,-11.0,40.6875,0.31666666666666665,-0.3022222222222222,-0.17888888888888888,91.6875,2.125,-165.4375,20774912.0,191053824.0,185417728.0,27246592.0,0.67,-0.51,-1.53,0.36,2.45,-9.48
17955,106.237,10,0.88,1.8,-11.3,19.25,-11.0,40.6875,0.41333333333333333,-0.3188888888888889,-0.22666666666666666,91.5625,1.9375,-165.6875,20709376.0,190939136.0,185647104.0,26574848.0,0.55,-0.61,-1.8,0.33,2.41,-9.49
17956,116.119,9,0.87,2.15,-11.65,19.25,-11.0,40.6875,0.5555555555555556,-0.33555555555555555,-0.27,91.4375,1.6875,-166.0,20529152.0,190791680.0,185925632.0,25755648.0,0.57,-0.21,-2.14,0.29,2.36,-9.51
17957,126.01899999999999,9,1.03,1.63,-12.12,19.25,-11.0,40.6875,0.6944444444444444,-0.36444444444444446,-0.3111111111111111,91.3125,1.5,-166.375,20267008.0,190627840.0,186253312.0,24772608.0,0.77,-0.66,-2.59,0.25,2.3,-9.52
17958,139.183,13,0.89,2.68,-11.93,20.5,-10.1875,40.375,0.7944444444444444,-0.41,-0.35333333333333333,91.0625,1.1875,-166.8125,19922944.0,190300160.0,186777600.0,23674880.0,0.68,0.45,-2.39,0.21,2.23,-9.54
17959,146.77100000000002,7,1.04,2.57,-11.82,20.5,-10.1875,40.375,0.84,-0.4488888888888889,-0.4088888888888889,90.8125,0.9375,-167.25,19611648.0,190054400.0,187203584.0,22495232.0,0.88,0.41,-2.26,0.16,2.16,-9.56
17960,156.64000000000001,9,0.61,1.39,-12.13,20.5,-10.1875,40.375,0.6111111111111112,-0.47555555555555556,-0.45,90.625,0.625,-167.5625,19529728.0,189759488.0,187629568.0,21479424.0,0.5,-0.71,-2.55,0.11,2.1,-9.57
17961,166.123,9,0.36,0.82,-12.46,20.5,-10.1875,40.375,0.5155555555555555,-0.5433333333333333,-0.5055555555555555,90.375,0.25,-167.875,19611648.0,189415424.0,188088320.0,20480000.0,0.31,-1.23,-2.87,0.05,2.05,-9.58
17962,176.13500000000002,10,0.12,0.64,-12.69,20.5,-10.1875,40.375,0.64,-0.6288888888888889,-0.5888888888888889,90.0625,-0.0625,-168.1875,19644416.0,189005824.0,188612608.0,19283968.0,0.14,-1.35,-3.09,-0.01,2.0,-9.6
17963,189.20899999999997,13,-0.03,1.39,-12.94,22.0,-9.5,41.1875,0.8866666666666667,-0.7044444444444444,-0.6877777777777778,89.75,-0.5,-168.6875,19546112.0,188497920.0,189284352.0,17793024.0,0.05,-0.52,-3.32,-0.09,1.91,-9.61
17964,196.65099999999998,7,-0.1,1.74,-13.03,22.0,-9.5,41.1875,1.1155555555555556,-0.7688888888888888,-0.7744444444444445,89.375,-1.0,-169.3125,19300352.0,187957248.0,189988864.0,16023552.0,0.07,-0.06,-3.39,-0.17,1.81,-9.63
17965,206.43,9,-0.19,1.88,-13.05,22.0,-9.5,41.1875,1.228888888888889,-0.8233333333333334,-0.8411111111111111,88.9375,-1.5625,-170.0,19005440.0,187367424.0,190758912.0,14106624.0,0.06,0.18,-3.4,-0.26,1.7,-9.65
17966,216.139,9,-0.36,1.73,-12.95,22.0,-9.5,41.1875,1.2155555555555555,-0.8722222222222222,-0.9,88.5,-2.0625,-170.625,18776064.0,186712064.0,191561728.0,12140544.0,0.0,0.14,-3.28,-0.36,1.58,-9.67
17967,226.155,10,-0.82,0.87,-12.78,22.0,-9.5,41.1875,1.1744444444444444,-0.9333333333333333,-0.9533333333333334,88.0625,-2.6875,-171.3125,18628608.0,186007552.0,192380928.0,10158080.0,-0.36,-0.59,-3.09,-0.46,1.47,-9.68
17968,239.322,13,-0.95,0.59,-12.91,25.0,-6.75,40.6875,1.2055555555555555,-1.02,-1.0222222222222221,87.4375,-3.3125,-172.0,18546688.0,185040896.0,193413120.0,8077312.0,-0.38,-0.76,-3.22,-0.56,1.35,-9.69
17969,246.518,7,-1.14,0.29,-12.99,25.0,-6.75,40.6875,1.291111111111111,-1.1388888888888888,-1.0944444444444446,86.875,-4.0,-172.75,18497536.0,184188928.0,194314240.0,5799936.0,-0.45,-0.93,-3.29,-0.68,1.23,-9.7
17970,256.00600000000003,9,-1.62,-0.9,-13.02,25.0,-6.75,40.6875,1.3866666666666667,-1.278888888888889,-1.1522222222222223,86.375,-4.75,-173.5,18497536.0,183271424.0,195231744.0,3293184.0,-0.8,-2.0,-3.31,-0.81,1.09,-9.71
17971,266.19,10,-1.87,-0.52,-12.76,25.0,-6.75,40.6875,1.498888888888889,-1.44,-1.1833333333333333,85.75,-5.625,-174.375,18546688.0,182304768.0,196149248.0,540672.0,-0.91,-1.47,-3.04,-0.96,0.94,-9.71
17972,276.208,10,-1.99,-0.59,-12.3,25.0,-6.75,40.6875,1.7833333333333334,-1.6188888888888888,-1.2077777777777778,85.1875,-6.5625,-175.4375,18513920.0,181338112.0,197050368.0,-2621440.0,-0.87,-1.36,-2.59,-1.12,0.77,-9.71
17973,289.374,13,-2.18,-0.77,-12.17,26.375,-2.75,38.6875,1.93,-1.8,-1.2033333333333334,84.5625,-7.5625,-176.5625,18513920.0,180174848.0,198033408.0,-6078464.0,-0.89,-1.35,-2.47,-1.29,0.58,-9.7
17974,296.29,6,-2.45,-0.77,-11.26,26.375,-2.75,38.6875,1.9666666666666666,-1.9844444444444445,-1.18,84.0,-8.6875,-177.6875,18661376.0,179159040.0,198787072.0,-9732096.0,-0.97,-1.16,-1.58,-1.48,0.38,-9.68
17975,306.03999999999996,9,-2.48,-1.02,-11.14,26.375,-2.75,38.6875,1.9666666666666666,-2.1577777777777776,-1.1577777777777778,83.5,-9.875,-178.875,18972672.0,178126848.0,199458816.0,-13516800.0,-0.79,-1.21,-1.49,-1.68,0.18,-9.65
17976,316.22,10,-2.64,-1.58,-11.26,26.375,-2.75,38.6875,1.8077777777777777,-2.2844444444444445,-1.1366666666666667,83.0,-11.125,-179.9375,19529728.0,177045504.0,200081408.0,-17268736.0,-0.74,-1.58,-1.64,-1.89,0.0,-9.62
17977,326.228,10,-3.45,-3.33,-11.58,26.375,-2.75,38.6875,1.6122222222222222,-2.33,-1.1033333333333333,82.4375,-12.375,178.9375,20299776.0,175931392.0,200638464.0,-20856832.0,-1.34,-3.16,-2.0,-2.1,-0.16,-9.57
17978,339.39599999999996,13,-3.83,-4.22,-11.64,29.75,1.6875,37.5,1.5533333333333332,-2.307777777777778,-1.0788888888888888,81.875,-13.625,178.0,21118976.0,174653440.0,201277440.0,-24363008.0,-1.52,-3.89,-2.12,-2.31,-0.33,-9.52
17979,347.56100000000004,8,-4.09,-4.87,-11.74,29.75,1.6875,37.5,1.6977777777777778,-2.236666666666667,-1.0822222222222222,81.375,-14.8125,176.875,21708800.0,173506560.0,201736192.0,-27951104.0,-1.57,-4.36,-2.27,-2.51,-0.5,-9.46
17980,355.68100000000004,8,-4.27,-5.14,-11.61,29.75,1.6875,37.5,1.9933333333333334,-2.137777777777778,-1.1144444444444443,80.875,-15.9375,175.625,21970944.0,172343296.0,202145792.0,-31735808.0,-1.57,-4.42,-2.21,-2.69,-0.71,-9.4
17981,366.34299999999996,10,-4.08,-4.55,-10.59,29.75,1.6875,37.5,2.2711111111111113,-2.028888888888889,-1.1577777777777778,80.375,-17.0,174.1875,21889024.0,171147264.0,202522624.0,-35684352.0,-1.21,-3.6,-1.26,-2.86,-0.94,-9.32
17982,376.306,9,-3.83,-4.2,-9.86,29.75,1.6875,37.5,2.3566666666666665,-1.9377777777777778,-1.17,79.875,-17.9375,172.625,21626880.0,169918464.0,202850304.0,-39649280.0,-0.8,-3.01,-0.6,-3.02,-1.18,-9.25
17983,389.392,13,-3.64,-4.46,-9.0,33.0625,5.75,34.25,2.1344444444444446,-1.8555555555555556,-1.1155555555555556,79.375,-18.875,171.25,21495808.0,168624128.0,203177984.0,-43319296.0,-0.46,-3.05,0.16,-3.17,-1.4,-9.17
17984,396.87,7,-3.73,-5.5,-8.41,33.0625,5.75,34.25,1.7022222222222223,-1.7944444444444445,-1.0066666666666666,78.875,-19.75,170.0625,21659648.0,167444480.0,203440128.0,-46497792.0,-0.41,-3.91,0.67,-3.31,-1.58,-9.09
17985,406.72,9,-4.27,-7.62,-6.93,33.0625,5.75,34.25,1.4155555555555555,-1.77,-0.8688888888888889,78.4375,-20.625,169.0625,22052864.0,166346752.0,203620352.0,-49364992.0,-0.81,-5.88,2.07,-3.45,-1.73,-9.01
