,time_ms,delta_ms,accel_ms2_x,accel_ms2_y,accel_ms2_z,mag_uT_x,mag_uT_y,mag_uT_z,gyro_degs_x,gyro_degs_y,gyro_degs_z,euler_deg_x,euler_deg_y,euler_deg_z,quaternion_w,quaternion_x,quaternion_y,quaternion_z,lin_accel_ms2_x,lin_accel_ms2_y,lin_accel_ms2_z,gravity_ms2_x,gravity_ms2_y,gravity_ms2_z
0,0.0,0,-8.49,-0.89,4.6,30.25,20.0625,-28.75,-0.03666666666666667,-0.10333333333333333,-0.03888888888888889,40.875,-57.9375,15.4375,218644480.0,25264128.0,130269184.0,-81477632.0,-0.17,0.49,-0.4,-8.31,-1.38,5.01
1,10.639,10,-8.81,-0.73,4.65,30.25,20.0625,-28.75,-0.08777777777777777,-0.13444444444444445,-0.0811111111111111,40.875,-57.875,15.5,218710016.0,25067520.0,130187264.0,-81526784.0,-0.51,0.66,-0.37,-8.3,-1.39,5.02
2,18.455,7,-8.95,-0.62,4.72,29.5625,19.6875,-29.25,-0.14,-0.17,-0.14888888888888888,40.875,-57.75,15.6875,218775552.0,24756224.0,130072576.0,-81625088.0,-0.65,0.79,-0.3,-8.29,-1.41,5.03
3,25.488,7,-9.07,-0.41,4.89,29.5625,19.6875,-29.25,-0.22111111111111112,-0.2088888888888889,-0.23666666666666666,40.9375,-57.625,15.9375,218841088.0,24297472.0,129974272.0,-81756160.0,-0.79,1.03,-0.15,-8.28,-1.44,5.04
4,34.885,9,-9.36,-0.33,4.95,29.5625,19.6875,-29.25,-0.35555555555555557,-0.24222222222222223,-0.34444444444444444,41.0,-57.4375,16.375,218890240.0,23625728.0,129892352.0,-81920000.0,-1.09,1.15,-0.1,-8.26,-1.48,5.06
5,44.998999999999995,10,-10.24,0.42,5.0,29.5625,19.6875,-29.25,-0.5722222222222222,-0.2688888888888889,-0.45666666666666667,41.0625,-57.1875,17.0,218939392.0,22642688.0,129892352.0,-82067456.0,-1.99,1.97,-0.07,-8.24,-1.55,5.07
6,54.978,9,-10.6,1.14,4.82,29.5625,19.6875,-29.25,-0.8833333333333333,-0.24333333333333335,-0.56,41.0625,-57.0,17.875,218972160.0,21282816.0,130039808.0,-82132992.0,-2.37,2.78,-0.25,-8.22,-1.63,5.08
7,66.815,11,-11.12,1.68,4.66,26.5625,20.5,-25.0,-1.0933333333333333,-0.21777777777777776,-0.6233333333333333,41.0625,-56.75,18.875,218972160.0,19677184.0,130301952.0,-82132992.0,-2.92,3.42,-0.41,-8.2,-1.74,5.08
8,73.89,7,-12.52,3.17,4.95,26.5625,20.5,-25.0,-1.1122222222222222,-0.21444444444444444,-0.6488888888888888,41.0625,-56.5625,19.9375,218955776.0,18022400.0,130564096.0,-82132992.0,-4.34,5.01,-0.11,-8.18,-1.84,5.07
9,84.72,10,-13.05,3.92,5.28,26.5625,20.5,-25.0,-1.0233333333333334,-0.24,-0.6322222222222222,41.125,-56.3125,20.9375,218939392.0,16482304.0,130760704.0,-82165760.0,-4.88,5.86,0.21,-8.16,-1.94,5.07
10,94.905,10,-13.65,4.08,5.73,26.5625,20.5,-25.0,-0.9077777777777778,-0.27444444444444444,-0.5711111111111111,41.125,-56.0625,21.75,218955776.0,15073280.0,130875392.0,-82231296.0,-5.51,6.11,0.65,-8.13,-2.03,5.08
