,time_ms,delta_ms,accel_ms2_x,accel_ms2_y,accel_ms2_z,mag_uT_x,mag_uT_y,mag_uT_z,gyro_degs_x,gyro_degs_y,gyro_degs_z,euler_deg_x,euler_deg_y,euler_deg_z,quaternion_w,quaternion_x,quaternion_y,quaternion_z,lin_accel_ms2_x,lin_accel_ms2_y,lin_accel_ms2_z,gravity_ms2_x,gravity_ms2_y,gravity_ms2_z
0,0.0,0,-2.83,0.0,9.74,11.875,20.6875,-35.6875,-0.14888888888888888,-0.042222222222222223,0.14,350.125,-14.4375,0.4375,265306112.0,-4046848.0,33587200.0,22904832.0,-0.38,0.07,0.25,-2.45,-0.08,9.49
1,15.777,15,-2.85,0.06,9.66,11.875,20.6875,-35.6875,-0.12777777777777777,-0.07888888888888888,0.1511111111111111,350.0,-14.375,0.5,265306112.0,-4161536.0,33472512.0,23117824.0,-0.41,0.15,0.17,-2.44,-0.09,9.49
2,27.553,11,-2.81,0.13,9.63,12.25,20.6875,-36.1875,-0.10111111111111111,-0.11555555555555555,0.1688888888888889,349.9375,-14.3125,0.5625,265306112.0,-4259840.0,33325056.0,23347200.0,-0.37,0.23,0.13,-2.43,-0.09,9.49
3,35.247,7,-2.76,0.11,9.57,12.25,20.6875,-36.1875,-0.07666666666666666,-0.1322222222222222,0.2011111111111111,349.8125,-14.25,0.5625,265289728.0,-4308992.0,33144832.0,23625728.0,-0.34,0.21,0.07,-2.42,-0.09,9.5
4,46.563,11,-2.76,0.06,9.45,12.25,20.6875,-36.1875,-0.043333333333333335,-0.1322222222222222,0.23444444444444446,349.6875,-14.1875,0.5625,265289728.0,-4292608.0,33046528.0,23937024.0,-0.35,0.15,-0.05,-2.41,-0.09,9.5
5,56.561,9,-2.82,0.07,9.44,12.25,20.6875,-36.1875,-0.013333333333333334,-0.12555555555555556,0.27111111111111114,349.5,-14.1875,0.5,265256960.0,-4227072.0,32948224.0,24281088.0,-0.41,0.15,-0.05,-2.4,-0.08,9.5
6,66.538,9,-2.83,0.06,9.52,12.25,20.6875,-36.1875,0.0011111111111111111,-0.11222222222222222,0.30777777777777776,349.3125,-14.125,0.4375,265240576.0,-4145152.0,32882688.0,24674304.0,-0.43,0.14,0.01,-2.4,-0.07,9.5
7,78.511,11,-2.91,-0.01,9.63,11.875,23.25,-35.375,0.0033333333333333335,-0.10111111111111111,0.33555555555555555,349.125,-14.125,0.375,265207808.0,-4063232.0,32833536.0,25100288.0,-0.51,0.05,0.12,-2.39,-0.06,9.5
8,85.965,7,-3.11,-0.03,9.79,11.875,23.25,-35.375,0.015555555555555555,-0.1,0.3622222222222222,348.9375,-14.125,0.3125,265158656.0,-3981312.0,32817152.0,25559040.0,-0.72,0.02,0.28,-2.39,-0.05,9.5
9,95.321,9,-3.19,-0.05,9.78,11.875,23.25,-35.375,0.024444444444444446,-0.10333333333333333,0.38666666666666666,348.75,-14.0625,0.25,265125888.0,-3883008.0,32686080.0,26050560.0,-0.8,-0.01,0.27,-2.38,-0.04,9.51
10,105.30799999999999,9,-3.24,-0.03,9.75,11.875,23.25,-35.375,0.01888888888888889,-0.11444444444444445,0.41,348.5,-14.0,0.1875,265093120.0,-3768320.0,32555008.0,26558464.0,-0.87,0.0,0.23,-2.37,-0.03,9.51
11,115.198,9,-3.37,-0.04,9.64,11.875,23.25,-35.375,0.01,-0.11888888888888889,0.43444444444444447,348.3125,-13.9375,0.125,265060352.0,-3686400.0,32407552.0,27115520.0,-1.01,-0.02,0.12,-2.36,-0.02,9.51
12,126.863,11,-3.42,-0.01,9.53,11.5625,22.5,-34.875,0.0,-0.13444444444444445,0.4622222222222222,348.0625,-13.875,0.0625,265027584.0,-3604480.0,32243712.0,27688960.0,-1.07,0.0,0.01,-2.35,-0.01,9.52
13,134.17200000000003,7,-3.47,0.01,9.44,11.5625,22.5,-34.875,-0.008888888888888889,-0.14444444444444443,0.4866666666666667,347.75,-13.75,0.0,264978432.0,-3506176.0,32079872.0,28311552.0,-1.13,0.02,-0.07,-2.34,0.0,9.52
14,145.269,11,-3.55,-0.01,9.36,11.5625,22.5,-34.875,-0.02,-0.15666666666666668,0.5188888888888888,347.5,-13.6875,0.0,264929280.0,-3440640.0,31883264.0,28966912.0,-1.22,-0.02,-0.16,-2.32,0.0,9.52
15,155.222,9,-3.6,-0.01,9.17,11.5625,22.5,-34.875,-0.0044444444444444444,-0.17444444444444446,0.55,347.1875,-13.625,-0.0625,264880128.0,-3325952.0,31670272.0,29671424.0,-1.29,-0.02,-0.35,-2.31,0.01,9.53
16,165.236,10,-3.65,-0.01,9.22,11.5625,22.5,-34.875,0.013333333333333334,-0.19333333333333333,0.5833333333333334,346.875,-13.5,-0.125,264830976.0,-3194880.0,31440896.0,30408704.0,-1.35,-0.04,-0.3,-2.29,0.02,9.53
17,178.03199999999998,12,-3.75,0.0,9.24,11.1875,23.25,-34.0625,0.044444444444444446,-0.21333333333333335,0.6255555555555555,346.875,-13.375,-0.25,264863744.0,-2916352.0,31195136.0,30392320.0,-1.47,-0.03,-0.29,-2.27,0.04,9.53
18,185.881,7,-3.76,0.15,9.12,11.1875,23.25,-34.0625,0.06444444444444444,-0.22333333333333333,0.6711111111111111,346.5,-13.25,-0.375,264798208.0,-2703360.0,30932992.0,31244288.0,-1.51,0.08,-0.42,-2.25,0.06,9.54
