,time_ms,delta_ms,accel_ms2_x,accel_ms2_y,accel_ms2_z,mag_uT_x,mag_uT_y,mag_uT_z,gyro_degs_x,gyro_degs_y,gyro_degs_z,euler_deg_x,euler_deg_y,euler_deg_z,quaternion_w,quaternion_x,quaternion_y,quaternion_z,lin_accel_ms2_x,lin_accel_ms2_y,lin_accel_ms2_z,gravity_ms2_x,gravity_ms2_y,gravity_ms2_z
0,0.0,0,-2.63,-1.68,9.4,13.0,26.375,-31.375,-0.19333333333333333,-0.04111111111111111,-0.03111111111111111,353.6875,-14.0625,11.0625,264781824.0,-27131904.0,31637504.0,14467072.0,-0.24,0.14,0.06,-2.38,-1.83,9.33
1,14.587,14,-2.71,-1.77,9.47,12.1875,26.0,-32.1875,-0.20222222222222222,-0.05444444444444444,-0.025555555555555557,353.5625,-14.0625,11.1875,264749056.0,-27426816.0,31522816.0,14876672.0,-0.32,0.07,0.14,-2.38,-1.84,9.33
2,22.322000000000003,7,-2.76,-1.81,9.53,12.1875,26.0,-32.1875,-0.21333333333333335,-0.05444444444444444,-0.017777777777777778,353.5,-14.0,11.3125,264732672.0,-27705344.0,31440896.0,14893056.0,-0.39,0.05,0.2,-2.37,-1.86,9.32
3,30.608,8,-2.83,-1.77,9.52,12.1875,26.0,-32.1875,-0.21,-0.06444444444444444,-0.006666666666666667,353.5,-13.9375,11.4375,264699904.0,-27951104.0,31342592.0,14942208.0,-0.45,0.1,0.19,-2.37,-1.88,9.32
4,40.317,9,-2.94,-1.74,9.56,12.1875,26.0,-32.1875,-0.19444444444444445,-0.06,0.006666666666666667,353.5,-13.9375,11.5,264683520.0,-28196864.0,31260672.0,14974976.0,-0.57,0.16,0.23,-2.36,-1.9,9.32
5,50.598,10,-2.97,-1.72,9.55,12.1875,26.0,-32.1875,-0.16555555555555557,-0.04111111111111111,0.027777777777777776,353.4375,-13.9375,11.625,264667136.0,-28393472.0,31195136.0,15040512.0,-0.61,0.19,0.23,-2.36,-1.91,9.32
6,63.281000000000006,12,-3.01,-1.77,9.57,11.5,25.5625,-31.375,-0.14,-0.01888888888888889,0.057777777777777775,353.375,-13.9375,11.6875,264650752.0,-28590080.0,31145984.0,15302656.0,-0.65,0.15,0.25,-2.36,-1.92,9.32
7,70.85,7,-3.06,-1.77,9.61,11.5,25.5625,-31.375,-0.10777777777777778,0.0077777777777777776,0.09333333333333334,353.3125,-13.9375,11.6875,264617984.0,-28704768.0,31145984.0,15450112.0,-0.69,0.15,0.29,-2.36,-1.93,9.31
8,80.121,9,-3.15,-1.77,9.56,11.5,25.5625,-31.375,-0.07666666666666666,0.035555555555555556,0.13111111111111112,353.1875,-13.9375,11.75,264601600.0,-28786688.0,31211520.0,15613952.0,-0.78,0.16,0.25,-2.37,-1.94,9.31
9,90.571,10,-3.18,-1.79,9.55,11.5,25.5625,-31.375,-0.05,0.06444444444444444,0.17333333333333334,353.125,-14.0,11.75,264568832.0,-28835840.0,31309824.0,15826944.0,-0.8,0.14,0.24,-2.37,-1.94,9.31
