,time_ms,delta_ms,accel_ms2_x,accel_ms2_y,accel_ms2_z,mag_uT_x,mag_uT_y,mag_uT_z,gyro_degs_x,gyro_degs_y,gyro_degs_z,euler_deg_x,euler_deg_y,euler_deg_z,quaternion_w,quaternion_x,quaternion_y,quaternion_z,lin_accel_ms2_x,lin_accel_ms2_y,lin_accel_ms2_z,gravity_ms2_x,gravity_ms2_y,gravity_ms2_z
0,0.0,0,-1.97,-0.74,10.2,-5.25,3.0,-45.75,-0.5111111111111111,-0.38666666666666666,0.9877777777777778,95.5,-17.125,7.875,177963008.0,17645568.0,40173568.0,-196116480.0,0.91,0.54,0.92,-2.88,-1.28,9.28
1,16.44,16,-2.04,-0.88,10.13,-5.25,3.0,-45.75,-0.5155555555555555,-0.34555555555555556,0.91,95.0,-16.8125,7.875,178978816.0,16924672.0,39895040.0,-195313664.0,0.8,0.41,0.83,-2.84,-1.29,9.29
2,27.057000000000002,10,-2.06,-0.87,10.07,-5.25,3.0,-45.75,-0.5211111111111111,-0.30444444444444446,0.8266666666666667,94.4375,-16.5625,7.9375,179879936.0,16252928.0,39665664.0,-194576384.0,0.73,0.42,0.76,-2.8,-1.3,9.3
3,37.269,10,-2.08,-0.98,10.01,-5.25,3.0,-45.75,-0.5377777777777778,-0.26666666666666666,0.7444444444444445,94.0,-16.375,8.0625,180699136.0,15581184.0,39550976.0,-193904640.0,0.68,0.33,0.7,-2.76,-1.32,9.31
4,47.128,9,-2.13,-1.01,10.01,-5.25,3.0,-45.75,-0.5577777777777778,-0.22,0.66,93.5625,-16.1875,8.1875,181436416.0,14925824.0,39534592.0,-193282048.0,0.6,0.32,0.69,-2.73,-1.34,9.32
5,59.297999999999995,12,-2.14,-0.97,9.88,-6.5,3.0625,-44.5,-0.5833333333333334,-0.17444444444444446,0.5766666666666667,93.25,-16.0,8.3125,182059008.0,14303232.0,39600128.0,-192708608.0,0.57,0.39,0.56,-2.71,-1.36,9.32
6,67.76,8,-2.21,-1.05,9.9,-6.5,3.0625,-44.5,-0.6144444444444445,-0.11555555555555555,0.4955555555555556,92.875,-15.9375,8.5,182616064.0,13713408.0,39780352.0,-192200704.0,0.48,0.34,0.58,-2.69,-1.39,9.32
7,76.736,8,-2.27,-0.99,9.85,-6.5,3.0625,-44.5,-0.6111111111111112,-0.07555555555555556,0.4222222222222222,92.625,-15.8125,8.6875,183091200.0,13156352.0,39993344.0,-191741952.0,0.4,0.44,0.53,-2.68,-1.43,9.32
8,86.414,9,-2.51,-0.93,9.83,-6.5,3.0625,-44.5,-0.56,-0.03888888888888889,0.3511111111111111,92.375,-15.8125,8.9375,183451648.0,12697600.0,40452096.0,-191332352.0,0.16,0.53,0.52,-2.68,-1.47,9.31
9,96.495,10,-2.65,-1.04,9.85,-6.5,3.0625,-44.5,-0.5111111111111111,-0.027777777777777776,0.2922222222222222,92.1875,-15.875,9.1875,183746560.0,12288000.0,40878080.0,-190971904.0,0.03,0.46,0.54,-2.68,-1.51,9.31
10,109.22999999999999,12,-2.78,-1.06,9.88,-8.0625,5.6875,-45.75,-0.4722222222222222,-0.024444444444444446,0.2311111111111111,92.0,-15.875,9.375,184057856.0,11878400.0,41271296.0,-190627840.0,-0.09,0.48,0.57,-2.68,-1.54,9.3
11,116.731,7,-2.91,-1.08,9.77,-8.0625,5.6875,-45.75,-0.44555555555555554,-0.04,0.17777777777777778,91.8125,-15.875,9.625,184254464.0,11501568.0,41631744.0,-190382080.0,-0.23,0.49,0.47,-2.68,-1.58,9.29
12,126.419,9,-3.09,-1.32,9.52,-8.0625,5.6875,-45.75,-0.48,-0.05444444444444444,0.11888888888888889,91.75,-15.8125,9.875,184401920.0,11042816.0,42008576.0,-190185472.0,-0.41,0.29,0.23,-2.68,-1.62,9.29
13,136.124,9,-3.21,-1.38,9.47,-8.0625,5.6875,-45.75,-0.5555555555555556,-0.06555555555555556,0.06444444444444444,91.6875,-15.8125,10.125,184500224.0,10518528.0,42450944.0,-190021632.0,-0.54,0.28,0.18,-2.67,-1.66,9.28
14,146.10999999999999,9,-3.34,-1.44,9.41,-8.0625,5.6875,-45.75,-0.6466666666666666,-0.07888888888888888,0.0022222222222222222,91.625,-15.75,10.5,184549376.0,9879552.0,42958848.0,-189890560.0,-0.67,0.27,0.14,-2.66,-1.72,9.27
15,159.23399999999998,13,-3.73,-1.51,9.46,-8.75,4.1875,-44.5,-0.7188888888888889,-0.08666666666666667,-0.06333333333333334,91.875,-15.6875,10.875,184025088.0,9273344.0,43515904.0,-190283776.0,-1.08,0.27,0.19,-2.65,-1.78,9.26
16,166.407,7,-3.96,-1.51,9.45,-8.75,4.1875,-44.5,-0.74,-0.10888888888888888,-0.13444444444444445,91.875,-15.625,11.3125,183959552.0,8486912.0,44089344.0,-190251008.0,-1.31,0.34,0.19,-2.64,-1.85,9.25
17,175.845,9,-4.12,-1.56,9.45,-8.75,4.1875,-44.5,-0.7388888888888889,-0.14,-0.20444444444444446,91.9375,-15.5625,11.75,183828480.0,7667712.0,44646400.0,-190283776.0,-1.49,0.36,0.2,-2.63,-1.92,9.24
18,186.35299999999998,10,-4.28,-1.43,9.48,-8.75,4.1875,-44.5,-0.7588888888888888,-0.17222222222222222,-0.27444444444444444,92.0,-15.4375,12.1875,183648256.0,6799360.0,45203456.0,-190365696.0,-1.66,0.57,0.24,-2.61,-2.0,9.23
19,196.388,10,-4.79,-1.23,9.54,-8.75,4.1875,-44.5,-0.8477777777777777,-0.18555555555555556,-0.33444444444444443,92.125,-15.25,12.6875,183418880.0,5816320.0,45809664.0,-190480384.0,-2.2,0.84,0.32,-2.58,-2.08,9.22
20,209.146,12,-5.09,-1.18,9.45,-9.0625,6.5,-44.1875,-1.0322222222222222,-0.1688888888888889,-0.37,92.3125,-15.125,13.3125,183042048.0,4702208.0,46612480.0,-190676992.0,-2.53,1.0,0.24,-2.56,-2.18,9.2
21,216.227,7,-5.44,-1.21,9.26,-9.0625,6.5,-44.1875,-1.2355555555555555,-0.11888888888888889,-0.38555555555555554,92.4375,-15.0,14.0625,182747136.0,3440640.0,47628288.0,-190742528.0,-2.9,1.08,0.07,-2.54,-2.3,9.18
